City,District,Area_m2,Rooms,Year_Built,Floor,Condition,Interest_Rate,Inflation,Market_Trend,Energy_Efficiency,Green_Access,Carbon_Footprint,Price_per_m2,Total_Price
Poznań,Stare Miasto,90.06730037280893,3,1999,10,Nowe,4.203517692730238,2.498760878475452,Wzrostowy,C,5,Średni,9103.201789286246,819900.809909936
Poznań,Grunwald,110.41628868068415,2,1992,4,Po remoncie,6.811742953522414,6.120690129832098,Wzrostowy,C,5,Średni,7667.55553746154,846623.0256995317
Gdańsk,Wrzeszcz,115.23100030572026,3,1994,3,Po remoncie,7.358677193842135,9.672184982927838,Spadkowy,A,9,Średni,12130.665323045472,1397828.6995484428
Kraków,Nowa Huta,106.942964394195,1,1952,7,Do remontu,7.354156186495711,1.7874518473265413,Spadkowy,D,8,Średni,10838.474533802611,1159098.5961558418
Kraków,Krowodrza,129.47854565260866,2,2012,5,Do remontu,6.8603407369229235,9.931557070517515,Stabilny,D,2,Niski,13078.330158266719,1693363.1684570261
Kraków,Nowa Huta,101.91513541683123,2,1994,12,Nowe,3.4270125181748723,5.793958663129289,Stabilny,C,1,Niski,13953.878518775678,1422111.4188310357
Kraków,Nowa Huta,114.12526102853451,4,1981,7,Do remontu,5.5361105570816305,1.6342598286767016,Spadkowy,B,9,Wysoki,11642.803198603928,1328737.9541445298
Wrocław,Stare Miasto,89.9738314289292,4,2022,3,Nowe,3.8887405204887884,6.168978396373133,Spadkowy,C,5,Wysoki,13019.581867369434,1171421.6642098408
Gdańsk,Wrzeszcz,142.40139254753672,1,1975,13,Do remontu,6.17862575539792,8.142100640317192,Wzrostowy,C,6,Niski,11619.86398418429,1654684.8125608112
Gdańsk,Przymorze,102.84495999362795,3,2019,7,Do remontu,4.281794662074974,9.207112515010543,Wzrostowy,A,9,Wysoki,9048.556788720602,930598.4609360409
Wrocław,Stare Miasto,46.12354205856957,4,1966,3,Po remoncie,4.209880050611456,4.3413544093651995,Stabilny,B,6,Wysoki,10667.142857886218,492006.412250485
Wrocław,Stare Miasto,98.1418606487616,4,2022,7,Po remoncie,2.0481212146007035,6.364317830059623,Stabilny,D,9,Średni,12507.871769057892,1227545.8081714588
Warszawa,Bielany,45.648179516292586,5,2011,14,Nowe,3.7877191577051263,3.2058909242160745,Wzrostowy,B,7,Wysoki,13135.665387958197,599619.2116954669
Gdańsk,Przymorze,50.688770746446174,5,1974,11,Nowe,2.8896385800654056,4.582451991954349,Stabilny,D,5,Niski,11354.481160551792,575544.6924920519
Gdańsk,Wrzeszcz,78.68554651932578,2,1981,4,Nowe,3.91224657680855,3.047566209509175,Spadkowy,C,5,Średni,10468.29435617326,823703.4625406667
Gdańsk,Oliwa,135.82648137913037,4,1963,4,Do remontu,6.527262238158801,2.785447920895568,Spadkowy,A,6,Wysoki,9399.975367157376,1276765.5791714855
Poznań,Jeżyce,104.05139241433487,5,2015,14,Po remoncie,7.58436855549472,3.125081718401978,Wzrostowy,B,9,Wysoki,10026.725506259692,1043294.7502826477
Gdańsk,Śródmieście,94.65302411976037,3,2019,14,Po remoncie,4.50709448128525,6.991980221820833,Stabilny,A,8,Wysoki,10570.133700484492,1000495.1201010506
Warszawa,Bielany,40.09331518141173,5,1950,0,Nowe,4.015340124052787,2.7149463226864414,Wzrostowy,C,7,Wysoki,16723.311838678997,670493.0124251912
Poznań,Jeżyce,111.4113415341261,4,2019,14,Do remontu,7.835124863188113,5.424862265509862,Wzrostowy,B,8,Średni,8730.410988708321,972666.8003962702
Poznań,Wilda,129.30763986320613,3,1970,14,Do remontu,6.65184976168642,1.779620833289862,Wzrostowy,C,3,Wysoki,9806.887171825461,1268105.434593503
Wrocław,Psie Pole,85.60754689612463,5,1961,13,Po remoncie,7.871839007778127,4.738482502735189,Spadkowy,A,5,Wysoki,8904.90339553203,762326.9350384678
Poznań,Wilda,60.96585451995001,1,1952,7,Nowe,7.33562502095892,8.831737666064278,Spadkowy,C,2,Niski,10510.275830571396,640767.9472511625
Wrocław,Krzyki,86.31276938357672,4,1997,7,Nowe,5.861151101796088,3.161684459762115,Wzrostowy,B,8,Wysoki,11447.491042526144,988064.6543741194
Wrocław,Psie Pole,63.896062417487,5,2015,9,Nowe,3.2289700267125996,7.776520445170541,Stabilny,D,4,Niski,12825.106551748318,819473.808741432
Gdańsk,Przymorze,54.07902644021766,2,1969,1,Do remontu,6.423562528310315,6.029567505414071,Stabilny,D,1,Wysoki,10678.336092399886,577474.019878424
Warszawa,Ursynów,51.72920883512907,4,2021,0,Po remoncie,4.342748389121715,7.847725210321814,Wzrostowy,C,6,Niski,14122.676359643545,730554.8747189413
Warszawa,Śródmieście,32.88126075863184,3,1997,7,Do remontu,4.967959223204031,5.662039457420714,Stabilny,C,6,Niski,13576.327412512403,446406.7617953818
Kraków,Podgórze,136.51890539296795,3,1959,4,Nowe,3.072142141679156,4.652965674008557,Stabilny,C,8,Wysoki,10227.330751228208,1396223.9992495156
Wrocław,Stare Miasto,30.262095973177736,2,1957,6,Po remoncie,4.014287015725994,3.812297130083526,Spadkowy,D,3,Wysoki,13183.691415446821,398966.13489501114
Warszawa,Śródmieście,31.81994496267453,2,2009,8,Nowe,6.513188361371473,8.368511630530822,Wzrostowy,D,6,Wysoki,14793.093902919016,470715.4338185592
Wrocław,Stare Miasto,134.87615159669684,2,2023,0,Po remoncie,5.066692773006055,8.82688638831747,Wzrostowy,C,8,Średni,10951.736423532006,1477128.0621073693
Wrocław,Fabryczna,98.68987879207069,1,1980,10,Nowe,4.260628090685312,4.883688181159959,Wzrostowy,B,2,Niski,9552.431077715763,942728.2652293778
Gdańsk,Wrzeszcz,132.5530837440995,2,1961,5,Nowe,7.501360680634947,5.434915274792954,Wzrostowy,A,9,Wysoki,12205.841775196319,1617921.9669948258
Wrocław,Stare Miasto,91.96276992402828,2,1995,9,Po remoncie,3.312179711542003,2.4899031472089135,Stabilny,B,8,Wysoki,9760.401703605336,897593.5762347511
Gdańsk,Wrzeszcz,33.098505198093456,3,2019,6,Nowe,7.897965073039652,8.225269025626648,Stabilny,B,9,Wysoki,11007.037612664331,364316.49163838057
Wrocław,Psie Pole,104.23680819459392,5,2018,6,Po remoncie,6.217785232552137,7.010847193677223,Stabilny,B,4,Średni,9674.290444569906,1008417.157489426
Gdańsk,Oliwa,99.1485794469137,1,1990,2,Nowe,6.086996533371607,1.696820088103566,Stabilny,C,3,Średni,12165.980268300804,1206239.6611812068
Warszawa,Mokotów,55.6116427158398,5,2012,3,Po remoncie,2.8288870655758283,1.917760103775847,Wzrostowy,D,6,Średni,14955.585925476784,831704.7010936572
Wrocław,Krzyki,126.30441509501483,1,2014,4,Po remoncie,6.024614858001133,8.77066087711065,Wzrostowy,C,8,Niski,11089.895681462885,1400702.7875119008
Wrocław,Psie Pole,58.10320358370568,3,2017,14,Do remontu,7.05142786003201,5.928389265826043,Stabilny,D,6,Średni,8885.416879607186,516271.1858819112
Kraków,Śródmieście,149.36454178066782,5,1984,13,Po remoncie,5.013810920412681,8.123767159569724,Spadkowy,A,9,Niski,11291.340735516013,1686525.935049738
Gdańsk,Wrzeszcz,31.316615319308788,1,1951,0,Do remontu,2.3392566527785705,2.7324018856118397,Wzrostowy,C,3,Średni,8860.44912185164,277479.2767053351
Warszawa,Mokotów,144.5655538477052,3,1965,12,Do remontu,6.189558977945402,7.616259157977831,Wzrostowy,A,5,Średni,13499.087862323417,1951503.1132556193
Poznań,Grunwald,127.52308366305795,2,1989,5,Po remoncie,3.1350204113694815,9.049561311128063,Stabilny,D,9,Wysoki,9113.60070853538,1162194.4656262614
Gdańsk,Oliwa,49.27327334723803,3,1956,9,Nowe,2.535661675063124,1.580271234445674,Wzrostowy,A,1,Niski,11057.632185054157,544845.7332273904
Poznań,Jeżyce,87.41628613402531,2,2001,6,Do remontu,3.4471638615349516,1.566527629769507,Spadkowy,B,4,Średni,9594.208997216576,838690.1189303242
Warszawa,Bielany,88.83697402297776,3,1970,3,Po remoncie,2.5489237723778526,9.280601970279504,Stabilny,A,4,Średni,14948.626770670504,1327990.7681052454
Wrocław,Krzyki,140.09309152805167,3,1997,14,Po remoncie,7.972598650322101,7.710809554958421,Wzrostowy,A,1,Średni,10701.49538613757,1499205.5726171935
Warszawa,Ursynów,77.7659710877071,2,2005,3,Do remontu,7.608218148551391,3.6776476157825626,Stabilny,B,4,Niski,14036.262998158001,1091543.6224942082
Warszawa,Ursynów,44.07906557987722,5,1997,10,Nowe,7.00879832982775,8.71956374099056,Spadkowy,B,4,Średni,15166.549239073414,668527.3185295541
Poznań,Grunwald,82.38788276168758,1,2008,11,Do remontu,3.9935024730031534,4.894060638909755,Stabilny,A,8,Wysoki,9306.224399368595,766720.1247691362
Wrocław,Stare Miasto,54.714134655741375,2,1999,10,Do remontu,6.765587169621501,6.7181700838586575,Wzrostowy,A,9,Wysoki,9416.260043933158,515202.519997236
Gdańsk,Śródmieście,46.3916792475343,1,1998,13,Po remoncie,7.901667201879285,7.4483837963876285,Wzrostowy,A,6,Średni,8481.373618874564,393465.164505328
Poznań,Wilda,126.95698147431659,2,1969,2,Do remontu,3.6297394807979213,8.484976073123475,Wzrostowy,D,2,Wysoki,8218.898806346087,1043446.583496563
Gdańsk,Śródmieście,77.9529910965237,3,2018,14,Nowe,2.914998167686465,4.480867774570415,Spadkowy,B,3,Średni,9345.16144071076,728483.2865833025
Kraków,Śródmieście,32.269799912514586,1,1987,6,Nowe,5.789304162155833,9.513308872438582,Wzrostowy,D,5,Wysoki,12148.299512574507,392023.1945480778
Poznań,Wilda,133.73998804190686,2,2004,13,Nowe,5.636031798933471,6.068665305848356,Stabilny,D,1,Niski,11364.974038269016,1519951.49197468
Kraków,Śródmieście,123.48773060958563,1,2007,7,Po remoncie,7.877368775154244,5.7125770624615155,Stabilny,D,9,Wysoki,10111.851133202792,1248689.5487011794
Wrocław,Fabryczna,51.96199417840147,1,1962,14,Po remoncie,2.2012985942300887,4.693432463538265,Wzrostowy,A,1,Wysoki,10363.341932241508,538499.913151917
Kraków,Śródmieście,44.128709059042016,5,2010,6,Do remontu,5.7745628343014035,8.4103051759042,Wzrostowy,C,1,Średni,10496.754477390787,463208.22439697466
Poznań,Stare Miasto,78.3528159810873,1,1986,0,Nowe,3.8879353273096116,7.45942534418406,Spadkowy,D,9,Średni,10557.872627334502,827239.0511212989
Gdańsk,Wrzeszcz,98.15276441137414,3,1999,2,Nowe,7.778498581891259,2.1165505109908196,Spadkowy,D,2,Średni,8680.931998429614,852057.4733130212
Poznań,Jeżyce,34.89519478585695,5,2020,11,Po remoncie,4.988009232093704,6.807846886774378,Wzrostowy,C,2,Średni,9542.166081227853,332975.74408344325
Poznań,Jeżyce,65.88917441166147,1,1982,5,Po remoncie,2.35173732663448,5.033525146605262,Spadkowy,C,7,Wysoki,11107.764552994022,731881.4359558941
Poznań,Grunwald,128.52520519148118,1,1985,5,Do remontu,4.093802157368294,5.866598464144039,Stabilny,C,8,Niski,10708.166469523814,1376269.2927200869
Kraków,Nowa Huta,66.66569834532385,2,2007,0,Nowe,2.9346121755182706,9.925886560634375,Wzrostowy,A,6,Wysoki,13593.230916875213,906202.2318427329
Wrocław,Stare Miasto,32.854384180741235,1,1952,7,Do remontu,2.805942028465603,5.030913093394387,Stabilny,D,1,Niski,8805.632973761043,289303.6486745482
Warszawa,Ursynów,83.86169275948822,1,2017,0,Do remontu,3.9172104706949575,8.432785061706237,Wzrostowy,D,1,Średni,14395.49121866829,1207230.261701871
Wrocław,Stare Miasto,30.110069897683857,5,2012,6,Nowe,5.346967799942676,9.02561915453801,Spadkowy,C,6,Wysoki,12672.050625006657,381556.3300659389
Gdańsk,Przymorze,113.35124727062944,1,1962,6,Po remoncie,3.210256362916108,5.558428614183701,Wzrostowy,A,2,Niski,12428.094997092217,1408740.0691182727
Warszawa,Ursynów,149.96035392346045,3,1990,2,Do remontu,5.602884314653562,6.5067731911583255,Stabilny,B,2,Średni,17197.469447214728,2578938.604892218
Warszawa,Bielany,54.486613055440884,2,1984,2,Po remoncie,2.0421039826020175,7.2348622637901725,Stabilny,B,5,Wysoki,12508.271116889588,681533.3283385104
Kraków,Podgórze,77.67136795111558,4,1959,7,Po remoncie,5.816700044353277,9.593168459772787,Spadkowy,C,4,Średni,12679.077254533633,984801.2747175022
Gdańsk,Wrzeszcz,40.36828477545021,3,2009,6,Po remoncie,2.083890673351978,3.2979994662706567,Wzrostowy,C,2,Średni,9274.89234158682,374411.495306819
Poznań,Stare Miasto,145.86695514464233,4,1986,13,Do remontu,7.691438565448674,3.409165935027752,Wzrostowy,B,7,Niski,10557.097027120306,1539931.5985125946
Warszawa,Ursynów,72.1806693147748,5,1973,13,Nowe,5.26881409509704,1.951504225853365,Spadkowy,A,6,Wysoki,12721.95211408704,918279.0185853168
Wrocław,Fabryczna,118.41743024388937,5,2008,9,Do remontu,5.444386781033892,4.322829416721854,Spadkowy,D,9,Niski,9518.381627718627,1127142.2924350887
Poznań,Jeżyce,59.660344223850366,5,1975,3,Nowe,2.5081786572815723,8.96429397919826,Stabilny,C,3,Średni,9136.048322774031,545059.7877824295
Poznań,Grunwald,88.43188493806687,5,2008,0,Do remontu,5.050167422195056,6.494761655623389,Wzrostowy,A,8,Wysoki,9553.79475407553,844860.0784143142
Kraków,Krowodrza,102.1261395414315,3,2017,13,Do remontu,2.4926115876415347,3.5467881423092,Stabilny,D,9,Wysoki,10279.66142962327,1049822.1376003772
Wrocław,Fabryczna,135.31676068172982,2,2003,8,Do remontu,4.691656005584181,6.424220030417899,Stabilny,B,6,Niski,12493.247958091742,1690545.84408261
Wrocław,Psie Pole,31.47354848896729,5,1991,4,Do remontu,6.734652770588979,6.726099402098604,Wzrostowy,B,2,Niski,12903.666761503708,406124.18150366243
Kraków,Nowa Huta,120.97126782116429,3,2018,13,Po remoncie,5.396479431611893,4.890786760114139,Spadkowy,C,2,Średni,12467.428190529417,1508200.5946776678
Wrocław,Krzyki,118.39072682767905,5,2007,2,Do remontu,4.487002308100889,3.611118125938715,Spadkowy,D,6,Średni,9977.05301185776,1181190.5576721246
Wrocław,Krzyki,70.02651939383671,5,1991,6,Nowe,2.676954585459737,2.9510984710622052,Wzrostowy,C,8,Średni,11264.361782795839,788804.0488421458
Kraków,Podgórze,53.49214212579841,1,2016,5,Po remoncie,2.0027103857611794,3.978906371911377,Wzrostowy,A,3,Niski,13306.667211311647,711802.1336881842
Wrocław,Psie Pole,129.28796565080063,2,1996,4,Nowe,6.744861358193755,9.93050730853003,Wzrostowy,D,6,Niski,8969.757286588127,1159681.6719644244
Warszawa,Mokotów,128.19361767709222,1,1950,8,Do remontu,6.097623963562538,3.8485294366043035,Wzrostowy,D,4,Wysoki,16080.154132113983,2061373.1310009346
Kraków,Krowodrza,130.93471669665047,2,1990,9,Do remontu,6.25443648108884,3.3054924512041417,Spadkowy,D,9,Niski,9687.46872185154,1268425.9726032938
Warszawa,Bielany,39.39519869500533,5,2012,0,Po remoncie,2.9240495868494114,5.832812651453095,Wzrostowy,B,8,Niski,16568.02635105015,652700.6900837048
Warszawa,Śródmieście,90.01948501497361,5,1958,4,Nowe,7.642972663178937,9.535119396375672,Spadkowy,C,1,Średni,13024.116197385922,1172424.2328638572
Warszawa,Mokotów,138.08352998956985,4,1962,1,Nowe,7.0575769698144395,1.7000932061039475,Stabilny,B,8,Wysoki,17882.530184363895,2469282.893002
Gdańsk,Śródmieście,127.59233326938234,1,2008,11,Do remontu,2.304821470228725,7.666423894961114,Spadkowy,C,7,Średni,11337.243215985209,1446545.3147700287
Gdańsk,Oliwa,103.85016722685239,4,1970,14,Po remoncie,3.1807998770704122,8.342725293201394,Wzrostowy,B,9,Średni,10306.510366830938,1070332.8251206807
Wrocław,Psie Pole,47.50854462219714,4,2012,9,Po remoncie,7.639878745152667,8.992148622111873,Spadkowy,A,3,Wysoki,10863.72282785849,516119.6607304968
Warszawa,Bielany,30.673523428862946,3,1982,2,Nowe,5.698091242746637,3.2454085306732767,Wzrostowy,D,7,Średni,16240.186892803487,498143.7531455207
Poznań,Jeżyce,119.88621112187161,1,2012,6,Nowe,5.2244141390681405,8.932766483027354,Wzrostowy,C,2,Niski,9275.03535429728,1111948.846648107
Kraków,Nowa Huta,95.55481160263861,3,1951,7,Nowe,2.7659906607165703,7.7555417361211285,Stabilny,D,3,Wysoki,10219.317125451784,976504.9226301635
Poznań,Grunwald,44.862068701625645,1,1977,14,Po remoncie,6.301420801329148,5.394896108962152,Spadkowy,B,4,Niski,9115.081353154057,408921.40588610416
Gdańsk,Przymorze,67.55658104470152,5,1982,9,Do remontu,7.044084375337018,9.188798357306647,Wzrostowy,C,4,Wysoki,12268.398892261343,828811.0840537797
Wrocław,Stare Miasto,108.00347735130991,2,2004,9,Do remontu,3.0824507509728027,7.295153484106819,Wzrostowy,A,4,Niski,11038.960868701592,1192246.1601648086
Poznań,Grunwald,39.27362712509119,3,1953,6,Do remontu,6.932028141418154,9.168560611323198,Spadkowy,C,4,Wysoki,8776.915721831865,344701.31536757527
Warszawa,Bielany,61.56232746388569,3,1984,13,Po remoncie,6.121957171060169,7.726680986795406,Wzrostowy,C,8,Średni,16057.669854374659,988547.5298819783
Wrocław,Krzyki,105.49229907514189,2,1974,7,Do remontu,7.0269365625694356,4.326628999674296,Stabilny,B,3,Niski,10857.682899099793,1145401.931654889
Wrocław,Fabryczna,90.09796227530542,2,1955,12,Nowe,7.702109042587335,8.92148354647365,Stabilny,C,5,Średni,11989.945679149067,1080269.6734829338
Wrocław,Fabryczna,119.12877515928977,5,1987,1,Nowe,5.340170999320558,4.37350365819509,Stabilny,C,2,Niski,10667.804541170619,1270842.488628365
Warszawa,Mokotów,35.99772592904008,3,1969,9,Nowe,3.823142669882505,6.187416852557767,Spadkowy,B,5,Średni,14212.847876883881,511630.2025432051
Gdańsk,Śródmieście,124.38299752826539,1,1960,10,Do remontu,4.9583775758565425,8.420524753639949,Stabilny,D,8,Niski,12190.612764328516,1516304.9573335145
Warszawa,Mokotów,141.40339640303256,3,1966,0,Do remontu,7.114696728637882,2.5612989960732913,Spadkowy,A,5,Wysoki,13417.204755610275,1897238.3226782132
Poznań,Jeżyce,127.99831432281955,2,1993,14,Nowe,7.633465845622043,5.215756787730385,Stabilny,D,6,Wysoki,8303.277782798987,1062805.559552389
Gdańsk,Oliwa,62.578651483949024,5,1963,6,Po remoncie,3.617433725709093,7.3262628814118,Stabilny,C,3,Średni,11812.051393325299,739182.2474533983
Wrocław,Psie Pole,79.39656195136374,3,1998,10,Po remoncie,7.619528771930013,7.6867517661318825,Spadkowy,B,4,Wysoki,13046.222616011697,1035825.2221634553
Poznań,Stare Miasto,140.3228949629126,4,1957,9,Nowe,4.223051152704832,4.549991836213836,Spadkowy,D,1,Niski,10783.70658653797,1513200.9266536364
Kraków,Krowodrza,63.58331329480934,4,1958,10,Po remoncie,6.124881423363813,7.2623530513074455,Wzrostowy,A,5,Wysoki,12901.877084008891,820344.0927236584
Kraków,Nowa Huta,60.054144759014534,3,1969,12,Do remontu,7.745165940117564,9.877759242551054,Stabilny,D,9,Średni,10895.98785838137,654349.2321396995
Kraków,Krowodrza,62.638062390700995,1,2019,9,Do remontu,3.9436478718441985,9.453502727179483,Stabilny,C,8,Średni,10681.72236686499,669082.3920558355
Wrocław,Krzyki,64.18670942681248,5,1964,8,Do remontu,2.8329883719137876,5.068364329745997,Wzrostowy,B,6,Średni,10111.485918008053,649023.0084924892
Wrocław,Psie Pole,64.55179553725222,3,1968,1,Do remontu,5.238698460508238,9.903442292666574,Wzrostowy,B,1,Wysoki,10532.838317064632,679913.6254700918
Kraków,Krowodrza,140.7322852219712,5,1975,3,Nowe,2.395315583723434,3.535539086056879,Spadkowy,A,3,Średni,12789.424952144529,1799885.0001901994
Poznań,Grunwald,80.2732353533935,1,1979,13,Do remontu,5.263108590138364,4.282627075764557,Spadkowy,C,7,Niski,8973.27975022138,720314.1972813609
Kraków,Nowa Huta,115.70140595890419,5,2015,12,Nowe,7.209001549724455,8.362658565952142,Stabilny,A,5,Niski,11890.371849708168,1375732.7403854113
Gdańsk,Oliwa,95.25175989073891,1,1976,11,Nowe,3.1640157762396752,3.330245272971875,Stabilny,A,7,Wysoki,10408.985465784728,991474.1842931181
Poznań,Grunwald,87.47366907958914,3,1974,9,Po remoncie,5.617807042032995,5.164061381096119,Spadkowy,D,3,Wysoki,8786.064026730279,768549.2571862868
Warszawa,Mokotów,81.74161380846442,4,2002,10,Po remoncie,7.360751912983431,6.781203610392117,Spadkowy,B,6,Wysoki,13330.965402266205,1089694.6256060447
Warszawa,Śródmieście,127.71881183787376,4,2004,5,Do remontu,5.812432834135938,3.1458109212943177,Stabilny,C,4,Niski,14883.012363430253,1900840.6556256972
Kraków,Krowodrza,107.05120717981613,5,2000,7,Po remoncie,3.3405852625947534,2.7065637813498995,Stabilny,A,5,Średni,12375.697005083259,1324833.3040857979
Gdańsk,Śródmieście,43.746444814253316,4,1994,4,Po remoncie,2.1325494924435016,3.547246118334188,Stabilny,C,4,Niski,10715.722667100394,468774.77030115074
Wrocław,Stare Miasto,104.34795742137266,1,1954,7,Po remoncie,5.509626014034937,4.262678042448947,Wzrostowy,B,2,Niski,11901.773502714947,1241925.7547001205
Wrocław,Fabryczna,146.6511675394893,2,1973,10,Do remontu,7.541644732548426,4.133257927614645,Spadkowy,B,7,Średni,11519.608454958616,1689364.0295174536
Warszawa,Ursynów,80.73996709525977,4,1950,4,Do remontu,3.42850878904504,5.49787636929354,Spadkowy,D,5,Niski,12161.566388277723,981924.4700163605
Kraków,Podgórze,148.39297378651708,4,2001,3,Do remontu,4.736687260078302,3.121297790086367,Wzrostowy,B,5,Niski,9853.698990370696,1462219.6959783086
Poznań,Wilda,113.27423196331245,2,2017,14,Po remoncie,7.97467660407216,4.2473291571946,Spadkowy,B,2,Niski,10104.867622502883,1144621.119029957
Gdańsk,Oliwa,77.27886202494469,2,1964,4,Do remontu,6.094146555203123,4.405356694857803,Wzrostowy,C,4,Wysoki,12011.71668781751,928251.796600575
Wrocław,Fabryczna,85.41095517942982,5,2009,2,Po remoncie,6.674244684833798,8.794166627053583,Wzrostowy,D,6,Niski,11444.872629799114,977517.5032180552
Wrocław,Psie Pole,48.71839825508016,5,1964,4,Nowe,6.180550677401704,2.6085349932958826,Spadkowy,B,7,Wysoki,12461.023579481045,607081.109411102
Gdańsk,Przymorze,54.90621347396452,4,1951,12,Po remoncie,6.490462908889844,6.969435159436631,Wzrostowy,D,5,Wysoki,9219.427225231586,506203.83933624584
Warszawa,Mokotów,109.94204694037269,4,1950,7,Nowe,6.832311321765026,7.368016998985543,Stabilny,D,4,Niski,17988.706021430033,1977715.1618046255
Warszawa,Śródmieście,139.47193266992417,3,1982,13,Do remontu,4.936556732283138,2.4572641389340895,Spadkowy,B,4,Wysoki,16143.49225319328,2251564.0645948155
Wrocław,Psie Pole,59.96257625154023,3,1952,3,Po remoncie,6.94166306449082,2.8912581922218883,Stabilny,C,5,Średni,11310.591749116104,678212.2202064161
Poznań,Stare Miasto,93.48350528426755,3,1971,0,Nowe,7.315578264642609,2.449165210056829,Spadkowy,C,7,Wysoki,9711.58806450176,907873.29414648
Warszawa,Bielany,64.24993498496005,5,1992,0,Nowe,3.802601234834791,7.467921134230776,Wzrostowy,C,7,Wysoki,16338.420052221534,1049742.426112201
Gdańsk,Wrzeszcz,91.5004904567439,2,1964,5,Nowe,3.406344536664975,1.9813756425047513,Stabilny,C,1,Średni,11473.022011740395,1049787.1410952648
Poznań,Wilda,101.17397763765777,3,1991,8,Nowe,6.738767254428241,8.866677910413435,Spadkowy,C,5,Niski,10390.865545357541,1051285.1983219124
Wrocław,Krzyki,89.68569642278771,5,1981,11,Po remoncie,5.475552997866094,4.279448996991356,Stabilny,B,5,Niski,11630.536417611078,1043092.758384044
Kraków,Krowodrza,122.8822757922794,1,1951,7,Do remontu,2.425332250139684,5.426568115763075,Stabilny,C,8,Niski,10033.199037450171,1232902.331198784
Warszawa,Mokotów,149.18139779953714,2,2013,13,Nowe,2.081315297782007,7.416006703931826,Spadkowy,C,5,Średni,14191.676081329106,2117134.074930934
Poznań,Stare Miasto,87.9269815355383,3,2001,1,Nowe,7.215870575563142,6.479133101527414,Spadkowy,A,3,Średni,8707.02802021031,765582.6919624466
Warszawa,Śródmieście,94.91108721740841,4,1961,10,Nowe,7.822618062100811,6.310329075201419,Wzrostowy,C,6,Wysoki,13831.86259005588,1312797.1166640022
Wrocław,Fabryczna,116.42382256968304,1,2016,10,Do remontu,4.703723076981409,4.742737728094893,Stabilny,C,2,Niski,10167.20760159903,1183705.173837698
Poznań,Wilda,66.51939305748608,5,1995,5,Po remoncie,5.46196007409104,7.11727310444051,Stabilny,B,7,Niski,9213.164633339899,612854.1195484664
Poznań,Grunwald,99.87468704294166,5,2020,12,Po remoncie,7.235127884389244,2.5117621557464886,Stabilny,B,4,Niski,10985.955490421684,1097218.8664735523
Poznań,Jeżyce,138.7562190013815,1,2013,6,Nowe,5.287439463550402,3.3170193987106913,Wzrostowy,D,4,Niski,9968.942045864289,1383252.7057280254
Warszawa,Mokotów,41.965162538596964,5,1992,11,Do remontu,5.683269977369925,3.194087711656387,Wzrostowy,C,9,Wysoki,16952.81189115273,711427.5064984837
Kraków,Śródmieście,53.5290194102675,1,1978,12,Po remoncie,2.626518039234325,5.773790329560669,Spadkowy,C,8,Wysoki,13496.376755919444,722447.8133358951
Wrocław,Krzyki,102.33869557556248,4,1975,11,Nowe,5.055968518688499,6.707280219253554,Stabilny,B,8,Wysoki,11921.81509091186,1220063.0052969756
Gdańsk,Przymorze,79.35257535806562,5,1973,3,Po remoncie,5.529529553898617,7.96069497029969,Wzrostowy,C,6,Średni,11637.480216757707,923464.0258782638
Warszawa,Śródmieście,137.61823791728077,5,1957,3,Do remontu,2.6255802061340487,1.5317613236025411,Spadkowy,B,9,Średni,15338.779697686288,2110895.8337969477
Poznań,Jeżyce,66.45639350068419,2,1976,1,Do remontu,5.0342142289110985,2.932765426360276,Spadkowy,B,8,Średni,8327.61888636329,553423.5176358883
Kraków,Podgórze,61.64897070825903,4,2015,6,Do remontu,2.605037114404107,5.681016254077976,Spadkowy,D,7,Wysoki,12161.356426339029,749735.1061000725
Wrocław,Krzyki,41.64411655134738,4,1992,7,Nowe,4.334230133723091,6.214664988051173,Spadkowy,D,4,Wysoki,12717.287583067877,529600.2063262815
Gdańsk,Śródmieście,61.200363668211466,3,1982,6,Do remontu,6.12503642538789,7.6160236259096745,Stabilny,C,2,Średni,9548.16997393071,584351.4747704567
Poznań,Wilda,64.00997953339333,4,2005,8,Po remoncie,7.059747899972986,3.0735236691277947,Wzrostowy,C,6,Niski,10706.375694650062,685314.8890913703
Poznań,Grunwald,124.5197747688325,5,2006,12,Do remontu,5.657873941466446,9.468209887511335,Stabilny,C,8,Średni,10812.924971796287,1346422.982080358
Wrocław,Psie Pole,85.7074394516312,5,1979,13,Do remontu,5.71214773327106,6.47024007779783,Stabilny,B,1,Niski,8955.650897288797,767565.9070293262
Poznań,Stare Miasto,129.9652072134088,4,1956,8,Po remoncie,6.735872889880807,3.6640540615840584,Stabilny,B,6,Średni,9301.616912535444,1208886.569457417
Wrocław,Psie Pole,132.6320405556026,1,2000,8,Po remoncie,3.251158138104556,7.558550980826092,Spadkowy,C,7,Średni,9239.713972976264,1225482.118385956
Kraków,Krowodrza,106.78651227693383,3,1964,5,Do remontu,6.996805943781998,7.98952749965726,Spadkowy,A,8,Niski,13640.447120254632,1456615.773869938
Wrocław,Psie Pole,86.99480896949666,4,1958,5,Do remontu,5.987250821587221,3.5412365943160107,Stabilny,B,1,Wysoki,11833.858163153087,1029484.2302756214
